Dataset Index,Size,Time (s)
176,3530,0.00042454199865460396
177,3550,0.00044358399463817477
178,3570,0.0004355419659987092
179,3590,0.0004491250147111714
180,3610,0.0004468749975785613
181,3630,0.0004957080236636102
182,3650,0.0004760419833473861
183,3670,0.00045200000749900937
184,3690,0.00045545800821855664
185,3710,0.00047641596756875515
186,3730,0.00047291599912568927
187,3750,0.0015585829969495535
188,3770,0.00046387501060962677
189,3790,0.0004866669769398868
190,3810,0.000478167028632015
191,3830,0.0004718339769169688
192,3850,0.0004764580517075956
193,3870,0.00047737499698996544
194,3890,0.000486832985188812
195,3910,0.0004968339926563203
196,3930,0.000534582999534905
197,3950,0.0004988330183550715
198,3970,0.0005086659803055227
199,3990,0.0005052500055171549
