Dataset Index,Size,Time (s)
134,2690,0.0013840419705957174
135,2710,0.00137945800088346
136,2730,0.0014147090259939432
137,2750,0.001438500010408461
138,2770,0.0013777080457657576
139,2790,0.0014295420260168612
140,2810,0.0014934170176275074
141,2830,0.0016427089576609433
142,2850,0.0015787080046720803
143,2870,0.0014313749852590263
144,2890,0.0015904580359347165
145,2910,0.0016611249884590507
146,2930,0.001650625024922192
147,2950,0.0014862499665468931
148,2970,0.001647625002078712
149,2990,0.001670916040893644
150,3010,0.001549457956571132
151,3030,0.0015892910305410624
152,3050,0.0017129580373875797
153,3070,0.001721833017654717
154,3090,0.0017602500156499445
155,3110,0.0016924170195125043
156,3130,0.001683874987065792
157,3150,0.0016389579977840185
158,3170,0.0016977500054053962
159,3190,0.0019445419893600047
160,3210,0.0016351250233128667
161,3230,0.0016644170391373336
162,3250,0.0017343339859507978
163,3270,0.0018315420020371675
164,3290,0.0017987920437008142
165,3310,0.0017821250366978347
166,3330,0.001855042006354779
167,3350,0.0019492920255288482
168,3370,0.0018719169893302023
169,3390,0.001880333002191037
170,3410,0.002017166989389807
171,3430,0.0019222910050302744
172,3450,0.001956083986442536
173,3470,0.002005792048294097
174,3490,0.0018681249930523336
175,3510,0.0019320420105941594
176,3530,0.001990040997043252
177,3550,0.0019300419953651726
178,3570,0.002311374992132187
179,3590,0.0019264169968664646
180,3610,0.0020677500288002193
181,3630,0.002151207998394966
182,3650,0.0020007500424981117
183,3670,0.002147040970157832
184,3690,0.0020348330144770443
185,3710,0.0021056249970570207
186,3730,0.00216133298818022
187,3750,0.0021919170394539833
188,3770,0.0020650840015150607
189,3790,0.0020664590410888195
190,3810,0.00210341700585559
191,3830,0.002238666987977922
192,3850,0.0021789169986732304
193,3870,0.002199209004174918
194,3890,0.002154082991182804
195,3910,0.0023135419469326735
196,3930,0.0021947500063106418
197,3950,0.002189708990044892
198,3970,0.0022863749763928354
199,3990,0.0022647909936495125
