Dataset Index,Size,Time (s)
159,8050,0.0009826250025071204
160,8100,0.000990582979284227
161,8150,0.0009395829983986914
162,8200,0.0009357919916510582
163,8250,0.0009133749990724027
164,8300,0.0010543750249780715
165,8350,0.0010584169649519026
166,8400,0.0009963750489987433
167,8450,0.001037375011947006
168,8500,0.0009671669686213136
169,8550,0.001020708994474262
170,8600,0.0010153749608434737
171,8650,0.0010932920267805457
172,8700,0.0009725409909151495
173,8750,0.0010799589799717069
174,8800,0.0009807500173337758
175,8850,0.0011501670232973993
176,8900,0.001030457962770015
177,8950,0.001057624991517514
178,9000,0.0010926249669864774
179,9050,0.001139083004090935
180,9100,0.0011374579626135528
181,9150,0.0011946250451728702
182,9200,0.0010771669913083315
183,9250,0.0010471249697729945
184,9300,0.0011794579913839698
185,9350,0.0010940000065602362
186,9400,0.0012026660260744393
187,9450,0.0011584999738261104
188,9500,0.0011927500017918646
189,9550,0.0011227080249227583
190,9600,0.001189458998851478
191,9650,0.0011363749508745968
192,9700,0.001191166986245662
193,9750,0.001146624970715493
194,9800,0.001256708987057209
195,9850,0.0011977910180576146
196,9900,0.0011994160013273358
197,9950,0.0011927500017918646
198,10000,0.001169542025309056
199,10050,0.0012505840277299285
